,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
0,6.6,18.7,4.0,5.0,10.6,61.0,20.0,30.0,73.0,39.0,1009.4,1008.9,3.0,3.0,13.4,17.8,1,0,0,1,0
1,8.9,18.1,0.0,5.4,3.6,50.0,17.0,31.0,74.0,49.0,1009.8,1008.9,8.0,8.0,14.4,16.2,0,0,0,1,0
2,10.1,19.3,1.0,3.2,12.0,43.0,20.0,24.0,73.0,47.0,1011.9,1013.9,5.0,6.0,13.6,18.2,0,0,0,1,0
3,5.9,21.2,0.0,4.4,1.6,50.0,17.0,26.0,69.0,39.0,1014.8,1009.5,8.0,8.0,13.7,20.5,0,0,0,1,0
4,13.6,19.3,12.8,3.8,1.8,63.0,24.0,39.0,86.0,65.0,1005.7,1006.9,8.0,7.0,16.1,18.7,1,0,0,1,0
5,12.7,19.6,0.6,2.4,8.6,57.0,26.0,39.0,81.0,46.0,1008.9,1008.7,7.0,5.0,15.7,18.5,0,0,0,1,0
6,10.2,16.8,0.0,5.8,2.3,39.0,11.0,26.0,65.0,46.0,1015.3,1014.6,7.0,7.0,12.6,16.4,0,0,0,1,0
7,11.1,21.0,0.0,4.0,9.4,35.0,15.0,26.0,51.0,42.0,1015.3,1011.0,7.0,6.0,13.9,20.4,0,0,0,1,0
8,6.9,16.5,0.4,3.4,3.9,33.0,22.0,15.0,87.0,91.0,1006.9,1007.8,8.0,7.0,11.1,13.1,0,0,0,1,0
9,7.5,19.9,4.2,2.0,14.0,50.0,20.0,35.0,58.0,43.0,1014.2,1012.2,4.0,3.0,14.9,19.3,1,0,0,1,0
10,6.2,25.8,0.0,5.0,10.8,35.0,26.0,15.0,56.0,25.0,1014.8,1010.3,1.0,1.0,14.7,24.7,0,0,0,1,0
11,13.6,15.4,0.8,6.8,0.0,59.0,7.0,22.0,85.0,93.0,1005.2,1000.3,8.0,8.0,15.2,13.5,0,0,0,1,0
12,11.0,15.9,2.0,1.0,1.9,41.0,24.0,22.0,69.0,61.0,1011.4,1012.5,8.0,7.0,13.0,15.8,1,0,0,1,0
13,10.6,19.9,0.0,3.0,8.6,46.0,17.0,30.0,61.0,50.0,1014.4,1012.3,8.0,7.0,13.2,19.6,0,0,0,1,0
14,11.4,19.3,0.4,4.4,2.8,43.0,15.0,22.0,89.0,72.0,1013.6,1012.6,7.0,7.0,14.1,18.4,0,0,0,1,0
15,12.4,19.7,6.0,2.2,0.1,31.0,15.0,15.0,87.0,64.0,1012.8,1009.1,7.0,7.0,14.5,18.5,1,0,0,1,0
16,8.9,18.5,0.6,4.0,12.5,41.0,28.0,26.0,46.0,45.0,1017.9,1018.4,2.0,1.0,15.4,18.0,0,0,0,1,0
17,6.2,24.9,0.0,4.8,14.0,33.0,20.0,11.0,63.0,39.0,1021.5,1017.8,2.0,1.0,15.5,24.0,0,0,0,1,0
18,11.3,30.2,0.0,5.4,9.3,41.0,20.0,19.0,38.0,18.0,1014.6,1010.2,7.0,7.0,22.0,28.2,0,0,0,1,0
19,18.2,20.6,0.0,12.2,2.3,54.0,30.0,30.0,71.0,64.0,1006.1,1007.2,7.0,8.0,18.2,19.8,0,0,0,1,0
20,13.7,20.5,0.0,3.4,6.5,33.0,20.0,19.0,61.0,51.0,1016.2,1015.3,8.0,3.0,15.6,19.0,0,0,0,1,0
21,6.6,25.4,0.0,3.8,13.8,46.0,17.0,28.0,57.0,35.0,1013.5,1011.8,1.0,1.0,16.2,24.8,0,0,0,1,0
22,9.3,24.0,0.0,7.0,13.2,33.0,13.0,19.0,63.0,40.0,1015.9,1012.6,7.0,4.0,16.8,23.5,0,0,0,1,0
23,11.2,25.8,0.0,5.2,11.8,30.0,13.0,13.0,68.0,45.0,1010.8,1008.1,6.0,7.0,18.4,24.8,0,0,0,1,0
