MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
10.2,17.9,3.6,1.2,5.7,50.0,15.0,15.0,91.0,84.0,1019.5,1018.5,7.0,6.0,12.7,15.3,1,0,0,0,1
9.4,23.7,0.0,5.0,12.0,46.0,19.0,31.0,52.0,39.0,1023.3,1018.9,2.0,1.0,17.0,21.9,0,0,1,0,0
6.7,23.0,0.0,3.6,9.5,52.0,22.0,17.0,53.0,28.0,1022.7,1017.3,3.0,0.0,13.9,22.4,0,1,0,0,0
12.8,27.2,0.0,9.0,13.0,33.0,9.0,19.0,53.0,41.0,1016.4,1012.6,2.0,1.0,19.2,25.5,0,0,0,1,0
17.9,35.1,0.0,9.0,12.4,33.0,15.0,13.0,51.0,32.0,1019.4,1015.7,0.0,0.0,23.5,34.5,0,0,0,1,0
8.1,19.3,2.4,2.4,6.2,43.0,9.0,11.0,93.0,64.0,1022.4,1021.3,2.0,6.0,12.3,17.8,1,0,0,0,1
8.3,23.3,0.2,6.2,10.3,30.0,7.0,17.0,62.0,36.0,1023.8,1019.7,1.0,5.0,16.5,22.5,0,1,0,0,0
12.8,22.3,0.0,8.0,5.5,41.0,9.0,17.0,62.0,58.0,1012.0,1008.0,8.0,7.0,18.4,20.0,0,0,1,0,0
7.7,16.7,1.6,1.8,5.9,31.0,9.0,9.0,67.0,49.0,1027.6,1025.5,7.0,0.0,11.3,16.2,1,0,0,0,1
5.0,22.5,0.0,2.4,7.1,37.0,9.0,22.0,44.0,46.0,1021.6,1017.9,4.0,6.0,11.3,21.3,0,0,0,0,1
13.7,19.2,0.4,3.6,1.2,54.0,28.0,26.0,69.0,50.0,1015.6,1012.2,7.0,3.0,14.1,19.1,0,0,0,0,1
12.8,25.9,0.0,5.2,5.5,44.0,24.0,11.0,60.0,37.0,1005.4,1003.4,6.0,5.0,19.0,25.3,0,0,0,1,0
-0.7,16.1,0.0,2.2,5.5,33.0,17.0,20.0,66.0,55.0,1031.9,1030.4,1.0,5.0,9.6,14.7,0,0,0,0,1
10.2,26.7,0.0,5.8,11.8,57.0,20.0,17.0,47.0,26.0,1024.8,1020.6,0.0,0.0,16.3,25.7,0,0,1,0,0
21.4,33.8,0.0,8.6,12.8,33.0,11.0,9.0,54.0,41.0,1007.6,1004.4,1.0,2.0,26.5,31.8,0,0,0,1,0
10.9,24.1,0.0,10.4,12.2,52.0,30.0,33.0,54.0,37.0,1016.2,1014.4,3.0,2.0,21.2,22.9,0,0,1,0,0
8.2,21.8,0.0,5.0,8.0,41.0,11.0,15.0,52.0,87.0,1011.6,1009.2,2.0,8.0,19.2,17.3,0,0,1,0,0
18.9,33.3,0.0,11.2,12.9,48.0,28.0,26.0,46.0,39.0,1013.2,1009.4,0.0,0.0,24.0,30.5,0,0,0,1,0
9.7,22.4,0.0,4.6,8.9,30.0,4.0,19.0,75.0,52.0,1013.9,1012.0,7.0,1.0,17.3,20.8,0,0,1,0,0
6.5,28.5,0.0,5.0,11.4,33.0,9.0,13.0,52.0,15.0,1022.4,1018.4,0.0,0.0,17.2,28.0,0,0,1,0,0
17.2,33.8,0.0,8.0,13.2,59.0,11.0,30.0,44.0,31.0,1009.1,1005.3,0.0,0.0,26.3,33.3,0,0,0,1,0
12.2,29.5,0.0,6.0,11.5,28.0,11.0,9.0,46.0,25.0,1023.3,1018.6,0.0,1.0,19.2,28.9,0,0,1,0,0
15.2,30.3,0.0,8.0,7.4,70.0,33.0,28.0,44.0,22.0,1023.4,1018.9,1.0,6.0,21.6,29.3,0,1,0,0,0
2.8,20.7,0.0,2.6,9.9,37.0,17.0,15.0,37.0,20.0,1022.2,1018.0,0.0,0.0,12.0,20.6,0,0,0,0,1
16.6,27.0,0.0,8.0,12.4,33.0,7.0,17.0,60.0,52.0,1006.9,1005.4,1.0,1.0,24.4,25.5,0,0,1,0,0
21.0,32.0,0.0,13.8,11.0,50.0,11.0,33.0,65.0,44.0,1008.8,1007.7,6.0,1.0,24.2,29.4,0,0,0,1,0
10.8,25.2,0.0,4.6,9.8,54.0,31.0,17.0,53.0,29.0,1028.4,1025.0,0.0,0.0,15.6,24.6,0,1,0,0,0
8.7,14.9,13.8,2.2,4.0,54.0,20.0,26.0,88.0,44.0,1012.5,1013.7,7.0,7.0,9.5,14.0,1,0,0,0,1
13.0,27.3,1.4,5.8,8.0,33.0,13.0,20.0,64.0,38.0,1012.0,1010.7,5.0,1.0,22.0,26.3,1,1,0,0,0
4.7,17.0,0.0,4.0,0.0,26.0,13.0,13.0,59.0,56.0,1027.5,1025.3,8.0,8.0,13.5,16.7,0,0,1,0,0
13.7,26.8,0.0,6.2,9.9,35.0,7.0,17.0,56.0,51.0,1020.1,1016.9,1.0,1.0,20.3,25.0,0,1,0,0,0
11.0,19.5,1.4,5.2,2.1,43.0,11.0,15.0,91.0,67.0,1020.4,1018.0,5.0,7.0,14.1,17.5,1,0,0,0,1
7.8,15.9,8.8,2.6,4.0,46.0,11.0,6.0,96.0,66.0,1017.3,1015.9,7.0,6.0,10.1,15.1,1,0,0,0,1
10.5,23.3,0.0,2.8,9.4,28.0,11.0,9.0,65.0,44.0,1028.2,1024.8,1.0,1.0,17.3,22.6,0,1,0,0,0
20.6,31.1,0.0,8.6,4.8,37.0,9.0,15.0,49.0,36.0,1015.0,1011.8,7.0,7.0,23.1,30.2,0,0,0,1,0
12.1,20.3,1.4,2.4,6.0,54.0,11.0,20.0,73.0,72.0,1010.3,1007.8,6.0,7.0,16.4,18.5,1,0,0,0,1
16.3,29.2,0.0,10.4,11.2,37.0,19.0,17.0,53.0,26.0,1013.0,1009.2,1.0,1.0,20.7,28.0,0,1,0,0,0
17.5,30.8,0.0,10.0,13.0,37.0,6.0,24.0,74.0,54.0,1007.8,1008.3,1.0,1.0,23.6,27.1,0,0,0,1,0
17.0,33.9,0.0,6.8,10.9,43.0,28.0,20.0,58.0,29.0,1017.2,1011.9,0.0,4.0,22.5,33.1,0,1,0,0,0
7.7,20.2,0.0,1.6,5.6,37.0,7.0,17.0,75.0,58.0,1015.4,1012.0,4.0,6.0,13.6,19.1,0,0,0,0,1
