,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
0,17.9,35.2,0.0,12.0,12.3,48.0,6.0,20.0,20.0,13.0,1006.3,1004.4,2.0,5.0,26.6,33.4,0,0,0,1,0
1,18.4,28.9,0.0,14.8,13.0,37.0,19.0,19.0,30.0,8.0,1012.9,1012.1,1.0,1.0,20.3,27.0,0,0,0,1,0
2,19.4,37.6,0.0,10.8,10.6,46.0,30.0,15.0,42.0,22.0,1012.3,1009.2,1.0,6.0,28.7,34.9,0,0,0,1,0
3,21.9,38.4,0.0,11.4,12.2,31.0,6.0,6.0,37.0,22.0,1012.7,1009.1,1.0,5.0,29.1,35.6,0,0,0,1,0
4,24.2,41.0,0.0,11.2,8.4,35.0,17.0,13.0,19.0,15.0,1010.7,1007.4,1.0,6.0,33.6,37.6,0,0,0,1,0
5,27.1,36.1,0.0,13.0,0.0,43.0,7.0,20.0,26.0,19.0,1007.7,1007.4,8.0,8.0,30.7,34.3,0,0,0,1,0
6,23.3,34.0,0.0,9.8,12.6,41.0,17.0,19.0,33.0,15.0,1011.3,1009.9,3.0,1.0,25.0,31.5,0,0,0,1,0
7,16.1,34.2,0.0,14.6,13.2,37.0,15.0,6.0,25.0,9.0,1013.3,1009.2,1.0,1.0,20.7,32.8,0,0,0,1,0
8,19.0,35.5,0.0,12.0,12.3,48.0,30.0,9.0,46.0,28.0,1008.3,1004.0,1.0,5.0,23.4,33.3,0,0,0,1,0
9,19.7,35.5,0.0,11.0,12.7,41.0,15.0,17.0,61.0,14.0,1007.9,1005.8,1.0,5.0,24.0,33.6,0,0,0,1,0
10,20.9,37.8,0.0,12.8,13.2,30.0,11.0,7.0,27.0,9.0,1012.6,1010.1,0.0,1.0,29.8,36.4,0,0,0,1,0
11,23.9,39.1,0.0,13.8,12.1,39.0,24.0,9.0,40.0,15.0,1013.6,1010.4,0.0,2.0,29.1,37.0,0,0,0,1,0
12,24.9,41.2,0.0,14.8,13.0,43.0,17.0,11.0,25.0,15.0,1012.9,1010.1,1.0,3.0,31.5,38.1,0,0,0,1,0
13,25.2,40.5,0.0,16.4,10.3,44.0,13.0,22.0,24.0,15.0,1012.4,1009.0,4.0,6.0,31.4,37.8,0,0,0,1,0
14,21.6,34.2,0.0,17.4,13.1,44.0,17.0,19.0,19.0,8.0,1014.1,1012.3,0.0,0.0,25.0,32.2,0,0,0,1,0
15,18.4,31.8,0.0,16.0,12.9,33.0,17.0,15.0,25.0,5.0,1016.3,1013.8,0.0,1.0,19.9,30.3,0,0,0,1,0
16,17.9,34.2,0.0,12.0,11.3,61.0,22.0,17.0,46.0,19.0,1016.4,1013.5,1.0,2.0,21.6,32.2,0,0,0,1,0
17,21.4,37.5,0.0,14.8,6.9,43.0,26.0,9.0,34.0,29.0,1013.1,1009.6,7.0,6.0,26.2,34.1,0,0,0,1,0
18,23.3,39.4,4.8,12.0,10.9,59.0,19.0,17.0,54.0,14.0,1011.1,1008.5,1.0,7.0,27.0,37.0,1,0,0,1,0
